label,landmark,encoding
ሀ,"[[0.6244155891583851, -0.36385992531995814], [0.37156255468164806, -0.812229335629243], [0.16566491534932945, -0.8311903096857239], [0.0025315129496343938, -0.8986959455885484], [-0.16224018174982285, -1.0], [-0.008718501641067652, -0.037154395968529055], [-0.2243356233805116, -0.14412406595136248], [-0.3518729860188365, -0.393840622656508], [-0.4294915239700098, -0.6136934350989798], [-0.01159112342452192, 0.05666947411646461], [-0.2999011719339297, -0.06517761096115933], [-0.4214515638791604, -0.3782329083568416], [-0.490345088506339, -0.6769280772154166], [-0.0007520412495419631, 0.05102344883836054], [-0.28440328518411884, -0.05609773501219544], [-0.40404806508702845, -0.404066642539517], [-0.4656967473043094, -0.7029856432239544], [0.02106166631513135, -0.07053852698629613], [-0.21331133008239694, -0.20172156207494782], [-0.3359538125191109, -0.4382477340874145], [-0.4193234634811314, -0.6637503497667262]]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ሀ,"[[0.6244155891583851, -0.36385992531995814], [0.37156255468164806, -0.812229335629243], [0.16566491534932945, -0.8311903096857239], [0.0025315129496343938, -0.8986959455885484], [-0.16224018174982285, -1.0], [-0.008718501641067652, -0.037154395968529055], [-0.2243356233805116, -0.14412406595136248], [-0.3518729860188365, -0.393840622656508], [-0.4294915239700098, -0.6136934350989798], [-0.01159112342452192, 0.05666947411646461], [-0.2999011719339297, -0.06517761096115933], [-0.4214515638791604, -0.3782329083568416], [-0.490345088506339, -0.6769280772154166], [-0.0007520412495419631, 0.05102344883836054], [-0.28440328518411884, -0.05609773501219544], [-0.40404806508702845, -0.404066642539517], [-0.4656967473043094, -0.7029856432239544], [0.02106166631513135, -0.07053852698629613], [-0.21331133008239694, -0.20172156207494782], [-0.3359538125191109, -0.4382477340874145], [-0.4193234634811314, -0.6637503497667262]]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ሀ,"[[0.6244155891583851, -0.36385992531995814], [0.37156255468164806, -0.812229335629243], [0.16566491534932945, -0.8311903096857239], [0.0025315129496343938, -0.8986959455885484], [-0.16224018174982285, -1.0], [-0.008718501641067652, -0.037154395968529055], [-0.2243356233805116, -0.14412406595136248], [-0.3518729860188365, -0.393840622656508], [-0.4294915239700098, -0.6136934350989798], [-0.01159112342452192, 0.05666947411646461], [-0.2999011719339297, -0.06517761096115933], [-0.4214515638791604, -0.3782329083568416], [-0.490345088506339, -0.6769280772154166], [-0.0007520412495419631, 0.05102344883836054], [-0.28440328518411884, -0.05609773501219544], [-0.40404806508702845, -0.404066642539517], [-0.4656967473043094, -0.7029856432239544], [0.02106166631513135, -0.07053852698629613], [-0.21331133008239694, -0.20172156207494782], [-0.3359538125191109, -0.4382477340874145], [-0.4193234634811314, -0.6637503497667262]]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ሀ,"[[0.29198121217510126, -0.6427212404076245], [-0.1876464315519907, -1.0], [-0.3191944371785599, -0.788052587706215], [-0.5709038687577074, -0.803052592670623], [-0.7410472663686419, -0.7916906081462044], [0.01226564364222029, 0.04541664051456559], [-0.3025835402784587, -0.09948922233808237], [-0.4468763250965075, -0.17895680289345464], [-0.7702539994447528, -0.333885244751938], [0.012357600556831362, 0.009786027117189504], [-0.3342521056746293, 0.08771403148984862], [-0.6224537556243988, -0.10883374211499891], [-0.8547450203272126, -0.3522965466671458], [0.009525264614167157, 0.03677105198166426], [-0.299639413851139, 0.11700911598694803], [-0.7145393211233256, -0.17271972043836337], [-0.7516029496311395, -0.4379943817244058], [-0.03414850881321896, -0.09197371961341923], [-0.4417936227511221, -0.0836639889136018], [-0.6419405247423723, -0.2850235469282959], [-0.711183008302256, -0.45387498664035164]]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ሀ,"[[0.6244155891583851, -0.36385992531995814], [0.37156255468164806, -0.812229335629243], [0.16566491534932945, -0.8311903096857239], [0.0025315129496343938, -0.8986959455885484], [-0.16224018174982285, -1.0], [-0.008718501641067652, -0.037154395968529055], [-0.2243356233805116, -0.14412406595136248], [-0.3518729860188365, -0.393840622656508], [-0.4294915239700098, -0.6136934350989798], [-0.01159112342452192, 0.05666947411646461], [-0.2999011719339297, -0.06517761096115933], [-0.4214515638791604, -0.3782329083568416], [-0.490345088506339, -0.6769280772154166], [-0.0007520412495419631, 0.05102344883836054], [-0.28440328518411884, -0.05609773501219544], [-0.40404806508702845, -0.404066642539517], [-0.4656967473043094, -0.7029856432239544], [0.02106166631513135, -0.07053852698629613], [-0.21331133008239694, -0.20172156207494782], [-0.3359538125191109, -0.4382477340874145], [-0.4193234634811314, -0.6637503497667262]]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ለ,"[[-0.7512737334601254, 0.5194231158357162], [-0.31016490000002916, 0.6342000984522165], [0.09185571176761333, 0.6272553467425662], [0.3737623783715932, 0.7377220532144287], [0.6435682036117425, 0.894503055690494], [0.12516057406734724, 0.1152668090478379], [0.4488513723181393, 0.29996241002211], [0.635003028969759, 0.570861785232278], [0.7617069445494943, 0.830466971934044], [0.07756171240794853, 0.035390580585343105], [0.43500628930725943, 0.24196059602559494], [0.6074808844921689, 0.5640156741470905], [0.6915383697537691, 0.8305567085350839], [-0.024040799958159866, -0.0523333037648726], [0.40032862823733256, -0.07852493849501382], [0.7330113190935225, 0.03981854100198471], [1.0, 0.15720694830341417], [-0.17868148651713528, -0.09832408586830799], [-0.10740174314324918, -0.48553667687868096], [-0.049068315162440417, -0.7677073153457452], [0.029313851645674866, -0.9902370996868947]]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ለ,"[[-0.7512737334601249, 0.5707920073495436], [-0.3101649000000286, 0.6395726966760887], [0.0918557117676139, 0.5949157763362787], [0.3737623783715941, 0.6745867492858072], [0.6435682036117435, 0.7999678477998355], [0.12516057406734726, 0.09909595222068453], [0.44885137231813954, 0.24624869893051307], [0.6350030289697598, 0.48934490990801865], [0.7617069445494953, 0.7271883313654084], [0.0775617124079485, 0.026729137815381176], [0.43500628930725965, 0.19174277012738608], [0.6074808844921693, 0.48535675975149906], [0.6915383697537698, 0.7339026824271863], [-0.024040799958159997, -0.048088192189261476], [0.40032862823733234, -0.11337694174212967], [0.7330113190935226, -0.03092255859298007], [1.0, 0.056818122457519576], [-0.1786814865171354, -0.07773689784680451], [-0.10740174314324984, -0.4570749551007143], [-0.04906831516244138, -0.7341108535683415], [0.029313851645673582, -0.9556496018395575]]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ለ,"[[-0.7512737334601249, 0.5707920073495436], [-0.3101649000000286, 0.6395726966760887], [0.0918557117676139, 0.5949157763362787], [0.3737623783715941, 0.6745867492858072], [0.6435682036117435, 0.7999678477998355], [0.12516057406734726, 0.09909595222068453], [0.44885137231813954, 0.24624869893051307], [0.6350030289697598, 0.48934490990801865], [0.7617069445494953, 0.7271883313654084], [0.0775617124079485, 0.026729137815381176], [0.43500628930725965, 0.19174277012738608], [0.6074808844921693, 0.48535675975149906], [0.6915383697537698, 0.7339026824271863], [-0.024040799958159997, -0.048088192189261476], [0.40032862823733234, -0.11337694174212967], [0.7330113190935226, -0.03092255859298007], [1.0, 0.056818122457519576], [-0.1786814865171354, -0.07773689784680451], [-0.10740174314324984, -0.4570749551007143], [-0.04906831516244138, -0.7341108535683415], [0.029313851645673582, -0.9556496018395575]]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ለ,"[[-0.6992762022438211, -0.5938987527276999], [-0.657737107157459, -0.0029078081497476067], [-0.48972511962199045, 0.34114883079157016], [-0.6142208480613514, 0.6788723290409604], [-0.5625901475647168, 0.9957466074860784], [0.07147923513593891, 0.10559082285755485], [0.06583527413511939, 0.4279360726109439], [-0.21473358571200699, 0.753909486354283], [-0.3308363273425459, 0.8690840342720647], [-0.08079502715845764, 0.024393875776004388], [0.10803012287193471, 0.4917500047735048], [-0.2865132327230893, 0.6263702013653655], [-0.3706299954286595, 0.9920204857137821], [0.07375697527751432, -0.03046605018432956], [0.19139324959042686, 0.32414827016567366], [0.3749327562401188, 0.6783834541854425], [0.2559331564986734, 1.0], [-0.06444118325499502, -0.09951864844922943], [0.6830716337750469, -0.26544090000443704], [0.7106696197470077, -0.17354989780659746], [0.8172774645455559, -0.17355609142874198]]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ለ,"[[-0.7512737334601249, 0.5707920073495436], [-0.3101649000000286, 0.6395726966760887], [0.0918557117676139, 0.5949157763362787], [0.3737623783715941, 0.6745867492858072], [0.6435682036117435, 0.7999678477998355], [0.12516057406734726, 0.09909595222068453], [0.44885137231813954, 0.24624869893051307], [0.6350030289697598, 0.48934490990801865], [0.7617069445494953, 0.7271883313654084], [0.0775617124079485, 0.026729137815381176], [0.43500628930725965, 0.19174277012738608], [0.6074808844921693, 0.48535675975149906], [0.6915383697537698, 0.7339026824271863], [-0.024040799958159997, -0.048088192189261476], [0.40032862823733234, -0.11337694174212967], [0.7330113190935226, -0.03092255859298007], [1.0, 0.056818122457519576], [-0.1786814865171354, -0.07773689784680451], [-0.10740174314324984, -0.4570749551007143], [-0.04906831516244138, -0.7341108535683415], [0.029313851645673582, -0.9556496018395575]]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ለ,"[[-0.9320291694881773, 0.15137003102873675], [-0.4574052806093974, 0.5199475066423985], [-0.02931184212174576, 0.6454604673467718], [0.25538702982109696, 0.7491633344591354], [0.49911352971832706, 1.0], [0.13991586314726268, 0.1944561783350687], [0.48597696023320286, 0.39711696142528824], [0.5969688207133165, 0.6710858913886246], [0.684087222078923, 0.904951816206421], [0.05826468199429636, 0.0634515543936861], [0.41537991933018026, 0.40439817544661966], [0.4704560539197413, 0.722567864649263], [0.4744289961510641, 0.9423304276349068], [-0.03836824827441049, -0.07731266566506961], [0.3990240274065313, 0.10420754087672784], [0.7121161728679564, 0.39458434177396057], [0.9805505792329237, 0.6163874784060482], [-0.15981229686714848, -0.18059506706368506], [0.14433944673748456, -0.36410671029129893], [0.3100776097688333, -0.5420193506897907], [0.46310078458278897, -0.7217681203247239]]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ለ,"[[-0.9063873307482035, 0.11948186879831421], [-0.46958655209216776, 0.49725828971963865], [-0.06410906825234294, 0.6343370538133233], [0.20442502779952637, 0.7454120485518481], [0.4253075412032279, 1.0], [0.12399785537409921, 0.19581262797812743], [0.4461531068342926, 0.4062243998113737], [0.5378652353591291, 0.679378395118789], [0.6088046880564726, 0.9123073018745717], [0.052609872763641895, 0.0642932449238051], [0.3777308467013041, 0.4111563251055951], [0.4131140039342334, 0.7260432450722636], [0.4047295979039615, 0.9424601580091923], [-0.03267013220744063, -0.07730571731377882], [0.3786541196270189, 0.115189889836375], [0.6641706303010043, 0.41088870010752293], [0.9104716908097374, 0.6376837010155736], [-0.14393759593030056, -0.18280015558815357], [0.15929911302626631, -0.3537871584119725], [0.3288683089149823, -0.5236441508395575], [0.48628911645227796, -0.6957106762205044]]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ለ,"[[-0.8929697461896022, 0.025961509549150344], [-0.4937055627173182, 0.4307162387113074], [-0.10782821215634376, 0.6017147401720355], [0.14627715326618707, 0.7344104234609813], [0.3436424212438207, 1.0], [0.10702097836712758, 0.19979077061945003], [0.40635980774112374, 0.43293434011937154], [0.4763570455304153, 0.7036983268325118], [0.5289553196823651, 0.933879183539212], [0.04674764900890728, 0.06676172210303392], [0.33924215372237126, 0.43097636300555353], [0.35129582285731414, 0.736235705313088], [0.3276691930135975, 0.9428406261942525], [-0.02636200132303586, -0.07728533945994676], [0.36126557605344867, 0.1473984947940484], [0.6187659768844923, 0.45870548671516087], [0.842917902124081, 0.7001404325983329], [-0.127406626052999, -0.18926715326253712], [0.18069133169595594, -0.323522378896888], [0.35827738517898944, -0.4697540809493111], [0.524166867495658, -0.61929041982151]]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
